Bag ID,Enzyme,nmol_per_ml,SampleID,wet.wt,dry.wt,perc.moist,perc.dry,enz.raw,enz.wt,volume,activity
AS48,bcell,2.841236072,AS48,5.25,2.940429293,0.5,0.5,0.335,0.1675,125,2120.325427
CO132,phos,2.794027815,CO132,4.25,3.2775,0.5,0.5,0.218,0.109,125,3204.160339
CO106,phos,2.693886353,CO106,4.23,3.241216216,0.222222222,0.777777778,0.2703,0.210233333,125,1601.724091
QR90,phos,4.773324923,QR90,3.94,3.926917293,0,1,0.1658,0.1658,125,3598.706969
CO132,bglu,21.26097937,CO132,4.25,3.2775,0.5,0.5,0.218,0.109,125,24381.85707
CO106,bglu,12.52648603,CO106,4.23,3.241216216,0.222222222,0.777777778,0.2703,0.210233333,125,7447.96618
QR90,bglu,6.694097963,QR90,3.94,3.926917293,0,1,0.1658,0.1658,125,5046.81692
CO132,lap,0.062060806,CO132,4.25,3.2775,0.5,0.5,0.218,0.109,125,71.17064935
CO106,lap,0.097978544,CO106,4.23,3.241216216,0.222222222,0.777777778,0.2703,0.210233333,125,58.25583338
QR90,lap,0.054244704,QR90,3.94,3.926917293,0,1,0.1658,0.1658,125,40.89618853
CO132,nag,3.001531152,CO132,4.25,3.2775,0.5,0.5,0.218,0.109,125,3442.122881
CO106,nag,2.446611349,CO106,4.23,3.241216216,0.222222222,0.777777778,0.2703,0.210233333,125,1454.699948
QR90,nag,1.962565661,QR90,3.94,3.926917293,0,1,0.1658,0.1658,125,1479.618261
CO132,bxyl,0.479667391,CO132,4.25,3.2775,0.5,0.5,0.218,0.109,125,550.0772838
CO106,bxyl,0.918645308,CO106,4.23,3.241216216,0.222222222,0.777777778,0.2703,0.210233333,125,546.205789
QR90,bxyl,0.194721323,QR90,3.94,3.926917293,0,1,0.1658,0.1658,125,146.8043753
CO132,bcell,1.506291047,CO132,4.25,3.2775,0.5,0.5,0.218,0.109,125,1727.397989
CO196,bcell,3.240631565,CO196,5.42,3.872451456,0.2,0.8,0.2263,0.18104,125,2237.510747
QR90,bcell,1.06877758,QR90,3.94,3.926917293,0,1,0.1658,0.1658,125,805.7732056
AS27,phos,1.603623239,AS27,5.42,5.731084337,0.777777778,0.222222222,0.3278,0.072844444,125,2751.794014
CO180,phos,3.112187139,CO180,3.97,2.55762963,0,1,0.2793,0.2793,125,1392.851387
QR157,phos,15.75658739,QR157,4.37,4.435598706,0.285714286,0.714285714,0.2406,0.171857143,125,11460.52698
AS27,bglu,2.644335281,AS27,5.42,5.731084337,0.777777778,0.222222222,0.3278,0.072844444,125,4537.640649
CO180,bglu,11.41959753,CO180,3.97,2.55762963,0,1,0.2793,0.2793,125,5110.811642
QR157,bglu,8.406486871,QR157,4.37,4.435598706,0.285714286,0.714285714,0.2406,0.171857143,125,6114.443895
AS27,lap,0.138318809,AS27,5.42,5.731084337,0.777777778,0.222222222,0.3278,0.072844444,125,237.3530531
CO180,lap,0.2168909,CO180,3.97,2.55762963,0,1,0.2793,0.2793,125,97.06896693
QR157,lap,0.063283553,QR157,4.37,4.435598706,0.285714286,0.714285714,0.2406,0.171857143,125,46.02918435
AS27,nag,1.13353291,AS27,5.42,5.731084337,0.777777778,0.222222222,0.3278,0.072844444,125,1945.125887
CO180,nag,2.569105917,CO180,3.97,2.55762963,0,1,0.2793,0.2793,125,1149.796776
QR157,nag,2.619091779,QR157,4.37,4.435598706,0.285714286,0.714285714,0.2406,0.171857143,125,1904.991941
AS27,bxyl,0.131220003,AS27,5.42,5.731084337,0.777777778,0.222222222,0.3278,0.072844444,125,225.1716049
CO180,bxyl,0.555520574,CO180,3.97,2.55762963,0,1,0.2793,0.2793,125,248.6218109
QR157,bxyl,0.266882481,QR157,4.37,4.435598706,0.285714286,0.714285714,0.2406,0.171857143,125,194.1165179
AS27,bcell,0.650033102,AS27,5.42,5.731084337,0.777777778,0.222222222,0.3278,0.072844444,125,1115.447291
CO180,bcell,1.901121816,CO180,3.97,2.55762963,0,1,0.2793,0.2793,125,850.8422021
QR157,bcell,1.121261303,QR157,4.37,4.435598706,0.285714286,0.714285714,0.2406,0.171857143,125,815.5474976
CO74,phos,8.129655823,CO74,4.2,3.572646048,0,1,0.1456,0.1456,125,6979.443529
AS123,phos,5.942896241,AS123,3.96,2.992238806,0,1,0.2114,0.2114,125,3514.011495
QR57,phos,6.385613772,QR57,3.53,3.980533333,0,1,0.1945,0.1945,125,4103.864892
CO74,bglu,17.6677751,CO74,4.2,3.572646048,0,1,0.1456,0.1456,125,15168.07615
AS123,bglu,8.148535271,AS123,3.96,2.992238806,0,1,0.2114,0.2114,125,4818.197299
QR57,bglu,3.442851151,QR57,3.53,3.980533333,0,1,0.1945,0.1945,125,2212.629275
CO74,lap,0.155376817,CO74,4.2,3.572646048,0,1,0.1456,0.1456,125,133.3935585
AS123,lap,0.031887902,AS123,3.96,2.992238806,0,1,0.2114,0.2114,125,18.85519265
QR57,lap,0.070978591,QR57,3.53,3.980533333,0,1,0.1945,0.1945,125,45.61606137
CO74,nag,3.354147475,CO74,4.2,3.572646048,0,1,0.1456,0.1456,125,2879.590896
AS123,nag,3.355116796,AS123,3.96,2.992238806,0,1,0.2114,0.2114,125,1983.867547
QR57,nag,1.735058302,QR57,3.53,3.980533333,0,1,0.1945,0.1945,125,1115.07603
CO74,bxyl,0.921589427,CO74,4.2,3.572646048,0,1,0.1456,0.1456,125,791.1997143
AS123,bxyl,0.271587774,AS123,3.96,2.992238806,0,1,0.2114,0.2114,125,160.5887972
QR57,bxyl,0.177047216,QR57,3.53,3.980533333,0,1,0.1945,0.1945,125,113.783558
CO74,bcell,3.726954498,CO74,4.2,3.572646048,0,1,0.1456,0.1456,125,3199.65187
AS123,bcell,1.549100673,AS123,3.96,2.992238806,0,1,0.2114,0.2114,125,915.9772191
QR57,bcell,0.501539201,QR57,3.53,3.980533333,0,1,0.1945,0.1945,125,322.3259649
AS204,phos,9.093162393,AS204,4.07,2.712841727,0.222222222,0.777777778,0.1346,0.104688889,125,10857.36328
QR154,phos,5.153539645,QR154,4.79,3.692857143,0.428571428,0.571428572,0.1803,0.103028571,125,6252.561298
QR129,phos,7.331625373,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,4916.858048
AS204,bglu,12.41817032,AS204,4.07,2.712841727,0.222222222,0.777777778,0.1346,0.104688889,125,14827.46932
QR154,bglu,3.085782421,QR154,4.79,3.692857143,0.428571428,0.571428572,0.1803,0.103028571,125,3743.843081
QR129,bglu,6.766479864,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,4537.850652
AS204,lap,0.064369704,AS204,4.07,2.712841727,0.222222222,0.777777778,0.1346,0.104688889,125,76.85832838
QR154,lap,0.066683032,QR154,4.79,3.692857143,0.428571428,0.571428572,0.1803,0.103028571,125,80.90356821
QR129,lap,0.155947733,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,104.584294
AS204,nag,2.33050696,AS204,4.07,2.712841727,0.222222222,0.777777778,0.1346,0.104688889,125,2782.657958
QR154,nag,2.756954361,QR154,4.79,3.692857143,0.428571428,0.571428572,0.1803,0.103028571,125,3344.890566
QR129,nag,1.35716502,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,910.1648557
AS204,bxyl,0.287769004,AS204,4.07,2.712841727,0.222222222,0.777777778,0.1346,0.104688889,125,343.6002218
QR154,bxyl,0.112052076,QR154,4.79,3.692857143,0.428571428,0.571428572,0.1803,0.103028571,125,135.9478191
QR129,bxyl,0.298480398,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,200.1719498
AS204,bcell,1.626460029,AS204,4.07,2.712841727,0.222222222,0.777777778,0.1346,0.104688889,125,1942.016059
QR154,bcell,1.250965282,QR154,4.79,3.692857143,0.428571428,0.571428572,0.1803,0.103028571,125,1517.740746
QR129,bcell,0.90532116,QR129,4.38,3.180868167,0.1,0.9,0.2071,0.18639,125,607.1417187
QR191,phos,5.477570764,QR191,3.98,3.022361624,0,1,0.189,0.189,125,3622.731987
CO109,phos,5.218123292,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,3666.47224
CO154,phos,3.014926945,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,1611.101219
QR191,bglu,5.548270954,QR191,3.98,3.022361624,0,1,0.189,0.189,125,3669.491371
CO109,bglu,10.09832842,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,7095.509006
CO154,bglu,6.748707443,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,3606.339718
QR191,lap,0.064817534,QR191,3.98,3.022361624,0,1,0.189,0.189,125,42.86873958
CO109,lap,0.111235436,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,78.15868199
CO154,lap,0.125947551,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,67.30320717
QR191,nag,2.332757586,QR191,3.98,3.022361624,0,1,0.189,0.189,125,1542.829091
CO109,nag,3.422598426,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,2404.861176
CO154,nag,1.595076695,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,852.3689147
QR191,bxyl,0.1149414,QR191,3.98,3.022361624,0,1,0.189,0.189,125,76.01944427
CO109,bxyl,0.673714109,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,473.379784
CO154,bxyl,0.558975001,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,298.7021982
QR191,bcell,0.389503429,QR191,3.98,3.022361624,0,1,0.189,0.189,125,257.6080877
CO109,bcell,2.633190735,CO109,3.98,3.644029851,0,1,0.1779,0.1779,125,1850.19023
CO154,bcell,1.483196006,CO154,3.61,2.519742489,0.181818182,0.818181818,0.2859,0.233918182,125,792.5826847
QR115,phos,11.39784736,QR115,5.24,7.833265823,0.75,0.25,0.3502,0.08755,125,16273.34004
QR81,phos,7.285149631,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,4042.114898
CO87,phos,6.774566758,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,4119.92349
QR115,bglu,5.64499269,QR115,5.24,7.833265823,0.75,0.25,0.3502,0.08755,125,8059.669746
QR81,bglu,5.734680309,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,3181.847715
CO87,bglu,19.36360708,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,11775.89394
QR115,lap,-0.00790645,QR115,5.24,7.833265823,0.75,0.25,0.3502,0.08755,125,-11.28847782
QR81,lap,0.077600249,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,43.05596152
CO87,lap,0.055927477,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,34.01205353
QR115,nag,2.075996102,QR115,5.24,7.833265823,0.75,0.25,0.3502,0.08755,125,2964.014995
QR81,nag,2.078749722,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,1153.379909
CO87,nag,6.062806202,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,3687.069384
QR115,bxyl,0.093475577,QR115,5.24,7.833265823,0.75,0.25,0.3502,0.08755,125,133.4602758
QR81,bxyl,0.156067444,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,86.5929421
CO87,bxyl,1.190766873,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,724.1597265
QR115,bcell,0.610994756,QR115,5.24,7.833265823,0.75,0.25,0.3502,0.08755,125,872.3511653
QR81,bcell,0.749298417,QR81,3.47,4.169447005,0.017492711,0.982507289,0.2293,0.225288921,125,415.7430453
CO87,bcell,5.734894268,CO87,5.3,4.012119701,0.142857143,0.857142857,0.2398,0.205542857,125,3487.651159
CO158,phos,2.670894046,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,2064.698551
QR152,phos,10.50313337,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,7442.696546
CO116,phos,3.157533736,CO116,5.26,3.878972431,0.2,0.8,0.1989,0.15912,125,2480.465793
CO158,bglu,7.178160341,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,5548.979855
QR152,bglu,10.4978528,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,7438.954649
CO116,bglu,8.311621152,CO116,5.26,3.878972431,0.2,0.8,0.1989,0.15912,125,6529.365535
CO158,lap,0.091464584,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,70.70546039
QR152,lap,0.205278857,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,145.4640426
CO116,lap,0.205340486,CO116,5.26,3.878972431,0.2,0.8,0.1989,0.15912,125,161.3094567
CO158,nag,2.322315539,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,1795.234647
QR152,nag,2.966453607,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,2102.078803
CO116,nag,3.090756211,CO116,5.26,3.878972431,0.2,0.8,0.1989,0.15912,125,2428.00733
CO158,bxyl,0.762663273,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,589.5665374
QR152,bxyl,0.851322576,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,603.2614625
CO116,bxyl,0.803265987,CO116,5.26,3.878972431,0.2,0.8,0.1989,0.15912,125,631.0221745
CO158,bcell,1.480821668,CO158,5.3,4.081795511,0,1,0.1617,0.1617,125,1144.72918
QR152,bcell,1.692071676,QR152,3.64,3.79809322,0.222222222,0.777777778,0.2268,0.1764,125,1199.030383
CO116,bcell,1.831911039,CO116,5.26,3.878972431,0.2,0.8,0.1989,0.15912,125,1439.095525
AS188,phos,5.459926252,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,7072.443331
AS16,phos,15.59030885,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,8555.573826
AS5,phos,17.93759346,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,9829.895581
AS188,bglu,7.58949296,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,9830.94943
AS16,bglu,12.22022201,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,6706.153967
AS5,bglu,12.96308648,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,7103.839586
AS188,lap,0.139752651,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,181.0267504
AS16,lap,0.085522279,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,46.93250003
AS5,lap,0.027681557,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,15.16963905
AS188,nag,1.199765703,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,1554.100652
AS16,nag,5.440097692,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,2985.390339
AS5,nag,5.166292201,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,2831.155305
AS188,bxyl,0.25548139,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,330.9344435
AS16,bxyl,0.288231076,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,158.1740476
AS5,bxyl,0.549744122,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,301.2626708
AS188,bcell,1.244424713,AS188,4,2.441174497,0.545454546,0.454545454,0.2123,0.0965,125,1611.94911
AS16,bcell,2.584823562,AS16,2.54,1.390327869,0.3,0.7,0.3254,0.22778,125,1418.486897
AS5,bcell,3.508558548,AS5,4.43,2.933333333,0,1,0.2281,0.2281,125,1922.708542
CO30,phos,2.198471248,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,1269.794409
CO197,phos,1.181654877,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,871.4783151
QR135,phos,4.400568234,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,5396.556748
CO30,bglu,4.930565522,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,2847.799142
CO197,bglu,5.563659026,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,4103.23546
QR135,bglu,3.509589683,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,4303.921421
CO30,lap,-0.062873983,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,-36.31479467
CO197,lap,-0.057704148,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,-42.55719253
QR135,lap,0.021997135,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,26.9757859
CO30,nag,1.667716177,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,963.2405603
CO197,nag,1.580097723,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,1165.332559
QR135,nag,1.20924008,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,1482.92956
CO30,bxyl,0.263638126,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,152.272275
CO197,bxyl,0.583285541,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,430.176958
QR135,bxyl,0.136901744,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,167.8869621
CO30,bcell,1.528087004,CO30,4.27,3.369899666,-0.2,1.2,0.18035,0.21642,125,882.593455
CO197,bcell,2.06919244,CO197,4.04,2.400652174,0,1,0.16949,0.16949,125,1526.043159
QR135,bcell,0.740848299,QR135,4.61,4.302972973,0.5,0.5,0.20386,0.10193,125,908.5258254
CO135,phos,3.566140724,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,2822.079344
QR88,phos,4.241250953,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,2035.305471
CO56,phos,1.843042684,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,1447.694648
CO135,bglu,6.865949649,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,5433.395982
QR88,bglu,5.183702672,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,2487.572305
CO56,bglu,6.244550747,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,4905.042501
CO135,lap,0.048957693,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,38.74286059
QR88,lap,0.130131314,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,62.4478433
CO56,lap,0.039175199,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,30.77179218
CO135,nag,3.473769021,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,2748.980638
QR88,nag,2.27986383,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,1094.068561
CO56,nag,1.707600116,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,1341.305641
CO135,bxyl,2.739671601,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,2168.049786
QR88,bxyl,4.521100902,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,2169.600786
CO56,bxyl,2.504104954,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,1966.953544
CO135,bcell,2.657461594,CO135,4.14,4.149407666,0.285714286,0.714285714,0.22114,0.157957143,125,2102.992577
QR88,bcell,0.800907683,QR88,4.06,4.092753623,0,1,0.26048,0.26048,125,384.3422158
CO56,bcell,1.132618539,CO56,2.11,0.350617284,0.200000001,0.799999999,0.19892,0.159136,125,889.6624105
CO44,phos,2.397788854,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,2256.105433
QR130,phos,4.061240123,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,4661.662217
QR54,phos,6.494138136,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,7372.162715
CO44,bglu,8.905438058,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,8379.222862
QR130,bglu,5.313998859,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,6099.631381
QR54,bglu,5.884777011,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,6680.414361
CO44,lap,0.032232852,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,30.32823856
QR130,lap,0.028999189,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,33.28648902
QR54,lap,0.061973586,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,70.35257794
CO44,nag,1.566654003,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,1474.081674
QR130,nag,2.435376203,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,2795.42723
QR54,nag,2.198004349,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,2495.180325
CO44,bxyl,0.776822364,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,730.9205534
QR130,bxyl,0.240074894,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,275.5680606
QR54,bxyl,0.263348608,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,298.9540338
CO44,bcell,2.551539627,CO44,4.11,3.565531915,0.5,0.5,0.2657,0.13285,125,2400.771196
QR130,bcell,0.909733662,QR130,4.4,2.776688103,0.444444444,0.555555556,0.19602,0.1089,125,1044.230558
QR54,bcell,1.476071445,QR54,4.08,3.982392857,0.375,0.625,0.17618,0.1101125,125,1675.640192
CO16,phos,2.235829893,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,1551.452962
QR173,phos,4.244354828,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,3425.125656
CO7,phos,1.714313898,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,1898.549103
CO16,bglu,4.517695753,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,3134.850501
QR173,bglu,3.507455392,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,2830.459737
CO7,bglu,6.521138669,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,7221.957416
CO16,lap,0.032712629,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,22.69944853
QR173,lap,0.018073251,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,14.58482075
CO7,lap,0.012864984,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,14.24756823
CO16,nag,1.690368569,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,1172.954763
QR173,nag,1.50161576,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,1211.779616
CO7,nag,1.751173034,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,1939.369445
CO16,bxyl,-2062.504661,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,-1431181.762
QR173,bxyl,0.169638048,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,136.8951597
CO7,bxyl,0.407913706,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,451.7516895
CO16,bcell,1.061789628,CO16,4.12,2.634893617,0,1,0.18014,0.18014,125,736.7808567
QR173,bcell,0.598751131,QR173,4.42,4.03629393,0.111111111,0.888888889,0.17426,0.154897778,125,483.1824728
CO7,bcell,1.50055902,CO7,4.49,4.088909657,0.5,0.5,0.22574,0.11287,125,1661.822251
QR169,phos,3.552122388,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,2701.991727
CO58,phos,4.440232689,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,2368.679951
AS93,phos,6.223897844,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,5286.5733
QR169,bglu,4.435254117,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,3373.763238
CO58,bglu,8.004845,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,4270.252753
AS93,bglu,8.808651797,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,7482.061011
QR169,lap,0.009158545,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,6.966627186
CO58,lap,0.04376744,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,23.3481139
AS93,lap,0.010706658,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,9.094225648
QR169,nag,1.834299491,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,1395.295969
CO58,nag,1.9630736,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,1047.218334
AS93,nag,3.878771748,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,3294.625277
QR169,bxyl,0.137852427,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,104.8601587
CO58,bxyl,0.519152373,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,276.9462557
AS93,bxyl,0.199683726,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,169.6111798
QR169,bcell,0.423933735,QR169,5.5,4.036777251,0.111111111,0.888888889,0.18487,0.164328889,125,322.4735298
CO58,bcell,1.573186279,CO58,4.28,3.99833887,0,1,0.23432,0.23432,125,839.2296215
AS93,bcell,2.087172838,AS93,6.13,2.989958678,0.142857143,0.857142857,0.17169,0.147162857,125,1772.842755
CO78,phos,3.479198235,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.021503197
CO51,phos,1.085321633,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,528.5012121
QR31,phos,3.599984337,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,2980.316856
CO78,bglu,7.878298897,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.048691855
CO51,bglu,2.920294185,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,1422.047593
QR31,bglu,2.770823999,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,2293.880388
CO78,lap,0.047940097,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.000296294
CO51,lap,-0.009411476,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,-4.582951356
QR31,lap,0.038150355,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,31.58351138
CO78,nag,1.455112992,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.008993331
CO51,nag,1.079819814,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,525.8220816
QR31,nag,1.406459861,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,1164.365075
CO78,bxyl,0.34240842,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.002116256
CO51,bxyl,0.148405771,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,72.26671573
QR31,bxyl,0.155389769,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,128.6424338
CO78,bcell,1.644453154,CO78,5.73,3.820224719,0.111111111,0.888888889,22753,20224.88889,125,0.010163549
CO51,bcell,0.52467535,CO51,6.3,7.099601594,0.1,0.9,0.28522,0.256698,125,255.4925195
QR31,bcell,0.404442554,QR31,4.23,3.629322034,0,1,0.15099,0.15099,125,334.825613
CO49,phos,4.152548965,CO49,4.24,3.528338983,0.857142857,0.142857143,0.28911,0.041301429,125,12567.81262
CO142,phos,1.003049644,CO142,4.37,3.067184466,0,1,0.1793,0.1793,125,699.2816818
QR109,phos,5.05613187,QR109,5.09,3.981530343,0.307692308,0.692307692,0.19475,0.134826923,125,4687.613347
CO49,bglu,13.28997762,CO49,4.24,3.528338983,0.857142857,0.142857143,0.28911,0.041301429,125,40222.5115
