Bag ID,Species,Date Deployed,Date Collected,Date Processsed,Harvest,Time.mo,Bag weight,InitialLeafWeight,TotalLeafWeight,Tin #,EmptyTinWght,WetLeafTin,DryLeafTin,AFDMTin,LeafTinAFDM,AFDMLeafTinAshed,DryWeightTin,TotDryWeight,perc.moist,soilg,dryweightsoil,PropInitial,perc.dry,enz.raw,enz.wt
AS1,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.78,4.03,7.78,196,1.32,3.21,1.73,1.29,1.4,1.31,0.41,1.687724868,0.181818182,0.306859067,1.380865801,0.280347219,0.818181818,0.2493,0.203972727
AS10,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.1,4.05,1.04,221,1.29,2.06,1.4,1.29,1.37,1.3,0.11,0.148571429,0.125000003,0.018571429,0.13,0.02808642,0.874999997,,0
AS100,ACESAC,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,6.81,4.11,7.31,4,0.99,2.28,1.24,1.32,1.43,1.34,0.25,1.416666667,0.181818182,0.257575758,1.159090909,0.230741389,0.818181818,0.2221,0.181718182
AS101,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,6.84,4.15,2.86,219,1.28,2.04,1.41,1.28,1.41,1.32,0.13,0.489210526,0.307692306,0.150526316,0.338684211,0.056499683,0.692307694,0.2019,0.139776923
AS102,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.45,4.12,0.16,38,1.29,1.43,1.34,1.31,1.36,1.35,0.05,0.057142857,0.800000007,0.045714286,0.011428571,0.000554785,0.199999993,,0
AS103,ACESAC,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,7.06,4.02,2.39,43,1.29,2.02,1.41,1.27,1.32,1.29,0.12,0.392876712,0.400000001,0.157150685,0.235726027,0.035182989,0.599999999,0.2464,0.14784
AS104,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.96,4.17,10.24,58,1.29,3.16,1.61,1.31,1.41,1.32,0.32,1.752299465,0.1,0.175229947,1.577069519,0.340374716,0.9,0.279,0.2511
AS105,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.29,4.2,0.05,88,1.31,1.36,1.32,1.29,1.29,1.3,0.01,0.01,1,,,0,0,,0
AS106,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.05,4.1,5.12,56,1.28,2.03,1.41,1.3,1.37,1.29,0.13,0.887466667,-0.142857142,-0.126780952,1.014247619,0.282717106,1.142857142,0.8224,0.939885714
AS107,ACESAC,19-Dec-17,,,,,7.03,4.04,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS108,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.01,4.02,6.54,28,1.29,4.36,1.73,1.28,1.38,1.3,0.44,0.93732899,0.2,0.187465798,0.749863192,0.149226506,0.8,0.4188,0.33504
AS109,ACESAC,19-Dec-17,,,,,6.78,4.15,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS11,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.54,4.05,9.97,48,1.28,3.55,1.62,1.29,1.4,1.3,0.34,1.493303965,0.090909091,0.135754906,1.357549059,0.304724817,0.909090909,0.2594,0.235818182
AS110,ACESAC,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,6.54,4.11,2.55,214,1.3,2.16,1.67,1.31,1.57,1.52,0.37,1.097093023,0.807692307,0.886113596,0.210979428,0.009871768,0.192307693,0.3993,0.076788462
AS111,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.28,4.1,19.82,108,1.28,7.65,2.22,1.28,1.39,1.31,0.94,2.92477237,0.272727272,0.797665192,2.127107179,0.377313912,0.727272728,0.22313,0.162276364
AS112,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.57,4.07,16.88,230,1.28,4.38,1.83,1.28,1.36,1.28,0.55,2.99483871,0,0,2.99483871,0.735832607,1,0.191,0.191
AS113,ACESAC,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,7.39,4,4.05,314,1.31,2.08,1.46,1.29,1.35,1.28,0.15,0.788961039,-0.166666666,-0.131493506,0.920454545,0.268465909,1.166666666,0.2483,0.289683333
AS114,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.33,4.11,4.15,92,1.3,3.18,1.7,1.29,1.42,1.33,0.4,0.882978723,0.307692308,0.271685761,0.611292962,0.102969056,0.692307692,0.3204,0.221815385
AS115,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.31,4.01,0.7,254,1.29,1.99,1.43,1.28,1.39,1.29,0.14,0.14,0.090909093,0.012727273,0.127272727,0.028853486,0.909090907,0.4583,0.416636363
AS116,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.89,4.04,22.02,99,1.3,5.3,1.7,1.31,1.38,1.31,0.4,2.202,0,0,2.202,0.545049505,1,,0
AS117,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.47,4.11,14.64,112,1.28,3.24,1.47,1.28,1.34,1.29,0.19,1.419183673,0.166666667,0.236530612,1.182653061,0.23979178,0.833333333,0.3698,0.308166667
AS118,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.67,4.08,8.74,213,1.27,3.56,1.79,1.29,1.4,1.32,0.52,1.984628821,0.272727273,0.541262406,1.443366415,0.257284566,0.727272727,0.2243,0.163127273
AS119,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.68,4.05,0.82,5,1.29,2.07,1.45,1.28,1.35,1.28,0.16,0.168205128,0,0,0.168205128,0.04153213,1,,0
AS12,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.61,4.06,15.02,17A,1.28,5.15,1.85,1.27,1.33,1.32,0.57,2.212248062,0.833333333,1.843540052,0.36870801,0.015135797,0.166666667,0.1617,0.02695
AS120,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.01,4.12,11.72,36,1.26,3.25,2.01,1.3,1.56,1.47,0.75,4.417085427,0.653846154,2.888094318,1.528991109,0.128462658,0.346153846,0.305,0.105576923
AS121,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.99,4,15.01,300,1.29,4.29,2.04,1.3,1.34,1.3,0.75,3.7525,0,0,3.7525,0.938125,1,0.1885,0.1885
AS122,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.49,4.05,12.09,120,1.3,4.39,1.89,1.32,1.4,1.33,0.59,2.308446602,0.125,0.288555825,2.019890777,0.436396156,0.875,0.2372,0.20755
AS123,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.42,4.09,14.32,8,1.28,3.96,1.84,1.28,1.34,1.28,0.56,2.992238806,0,0,2.992238806,0.73159873,1,0.2114,0.2114
AS124,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.8,4.24,8.67,307,1.27,3.13,1.72,1.31,1.4,1.33,0.45,2.097580645,0.222222222,0.466129032,1.631451613,0.299270474,0.777777778,0.2319,0.180366667
AS125,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,6.79,4.04,1.13,104,1.28,1.53,1.43,1.26,1.32,1.3,0.15,0.678,0.666666667,0.452,0.226,0.018646865,0.333333333,0.1762,0.058733333
AS126,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.97,4.06,1.54,204,1.28,2,1.44,1.29,1.35,1.29,0.16,0.342222222,0,0,0.342222222,0.084291188,1,0.1956,0.1956
AS127,ACESAC,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,7.18,4.09,7.74,305,1.28,2.92,1.5,1.29,1.36,1.29,0.22,1.038292683,0,0,1.038292683,0.253861292,1,0.2354,0.2354
AS128,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.92,4.04,25.34,88,1.3,4.07,1.63,1.28,1.31,1.29,0.33,3.018844765,0.333333333,1.006281588,2.012563177,0.332106135,0.666666667,0.3185,0.212333333
AS129,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.47,4.09,5.63,1,1.28,2.07,1.43,1.3,1.39,1.31,0.15,1.068987342,0.111111112,0.118776371,0.95021097,0.206511485,0.888888888,0.1974,0.175466667
AS13,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.07,4.01,2.49,36,1.28,2.09,1.47,1.29,1.43,1.31,0.19,0.584074074,0.142857142,0.083439153,0.500634921,0.107011383,0.857142858,0.3049,0.261342857
AS130,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.58,4.03,20.67,218,1.28,4.14,1.71,1.31,1.36,1.31,0.43,3.107727273,0,0,3.107727273,0.771148207,1,0.2516,0.2516
AS131,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.84,4.09,10.13,32,1.28,2.9,1.41,1.3,1.35,1.31,0.13,0.812901235,0.2,0.162580247,0.650320988,0.127202149,0.8,0.197,0.1576
AS132,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.1,4.12,19.78,91,0.98,4.36,1.47,1.28,1.35,1.28,0.49,2.867514793,0,0,2.867514793,0.695998736,1,0.1971,0.1971
AS133,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.67,4.09,18.13,41,1.29,5.22,1.87,1.3,1.39,1.33,0.58,2.6756743,0.333333333,0.891891433,1.783782867,0.290755154,0.666666667,0.2178,0.1452
AS134,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.35,4.12,7.28,329,1.3,2.13,1.49,1.31,1.39,1.34,0.19,1.666506024,0.375,0.624939759,1.041566265,0.158004591,0.625,0.2166,0.135375
AS135,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.65,4.15,1.25,233,1.28,2.41,1.49,1.29,1.39,1.3,0.21,0.232300885,0.100000002,0.023230088,0.209070796,0.045340654,0.899999998,0.3372,0.303479999
AS136,ACESAC,19-Dec-17,18-Jan-19,22-Jan-19,H2,1.0,7.08,4.09,4.69,251,1.27,2.37,1.43,1.29,1.34,1.29,0.16,0.682181818,0,0,0.682181818,0.166792621,1,0.366,0.366
AS137,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.56,4.1,0.1,115,1.3,1.4,1.33,1.26,1.29,1.27,0.03,0.03,0.333333333,0.01,0.02,0.003252033,0.666666667,,0
AS138,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.42,4.03,4.27,240,1.28,2.14,1.49,1.29,1.37,1.31,0.21,1.042674419,0.25,0.260668605,0.782005814,0.145534581,0.75,0.2503,0.187725
AS139,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.46,4.05,6.49,91,0.97,2,1.39,1.3,1.41,1.3,0.42,2.646407767,0,0,2.646407767,0.653434017,1,0.3007,0.3007
AS14,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.93,4.05,22.58,66,1.3,4.8,1.8,1.29,1.4,1.32,0.5,3.225714286,0.272727273,0.87974026,2.345974026,0.421274797,0.727272727,0.3229,0.234836364
AS140,ACESAC,19-Dec-17,18-Jan-19,22-Jan-19,H2,1.0,7.54,4.06,8.84,11,1.28,3.46,1.76,1.28,1.4,1.31,0.48,1.946422018,0.25,0.486605505,1.459816514,0.269670538,0.75,0.2936,0.2202
AS141,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.69,4.14,22.58,36,1.27,4.18,1.66,1.3,1.37,1.3,0.39,3.026185567,0,0,3.026185567,0.730962697,1,0.3582,0.3582
AS142,ACESAC,19-Dec-17,,,,,7.17,4.08,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS143,ACESAC,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,7.56,4.05,6.33,61,1.29,3.09,1.65,1.29,1.38,1.31,0.36,1.266,0.222222222,0.281333333,0.984666667,0.189099223,0.777777778,0.2034,0.1582
AS144,ACESAC,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.39,4.17,11.78,44,1.3,3.05,1.79,1.29,1.36,1.29,0.49,3.2984,0,0,3.2984,0.790983213,1,0.2428,0.2428
AS145,ACESAC,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,7.02,4.11,9.94,204,1.28,3.09,1.76,1.29,1.45,1.36,0.48,2.636022099,0.4375,1.153259669,1.482762431,0.202932815,0.5625,0.2596,0.146025
AS146,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.13,4.13,11.33,122,1.29,3.98,1.91,1.3,1.4,1.3,0.62,2.611375465,0,0,2.611375465,0.632294301,1,0.2718,0.2718
AS147,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.5,4.14,25.88,216,1.28,4.45,1.72,1.27,1.35,1.28,0.44,3.592176656,0.125,0.449022082,3.143154574,0.664314071,0.875,0.2517,0.2202375
AS148,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.25,4.07,11.93,214,1.3,4.66,1.82,1.29,1.38,1.3,0.52,1.846309524,0.111111111,0.205145503,1.641164021,0.358430581,0.888888889,0.2501,0.222311111
AS149,ACESAC,19-Dec-17,18-Jan-19,29-Jan-19,H2,1.0,7.2,4.05,5.6,54,1.29,3.21,1.64,1.28,1.34,1.28,0.35,1.020833333,0,0,1.020833333,0.252057613,1,0.3295,0.3295
AS15,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.19,4.08,6.86,50,1.3,3.87,1.6,1.28,1.37,1.33,0.3,0.80077821,0.555555555,0.444876783,0.355901427,0.038769219,0.444444445,0.37,0.164444445
AS150,ACESAC,19-Dec-17,,,,,6.81,4.09,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS151,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.94,4.12,4.47,34,1.3,3.23,1.59,1.28,1.41,1.38,0.29,0.671658031,0.769230769,0.516660024,0.154998007,0.00868174,0.230769231,0.2655,0.061269231
AS152,ACESAC,19-Dec-17,18-Jan-19,29-Jan-19,H2,1.0,7.58,4.06,2.43,53,1.29,2.76,1.55,1.31,1.41,1.31,0.26,0.429795918,0,0,0.429795918,0.105861064,1,0.152,0.152
AS153,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.24,4.13,13.56,225,1.29,3.95,1.96,1.29,1.33,1.32,0.67,3.415488722,0.75,2.561616541,0.85387218,0.051687178,0.25,0.21,0.0525
AS154,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,4.93,4.09,8.68,26,1.29,3.32,1.76,1.29,1.39,1.3,0.47,2.009655172,0.1,0.200965517,1.808689655,0.398000169,0.9,0.2567,0.23103
AS155,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.01,4.11,4.58,29,1.28,2.3,1.44,1.28,1.36,1.28,0.16,0.718431373,0,0,0.718431373,0.174800821,1,0.2148,0.2148
AS156,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.24,4.08,19.03,12,1.3,4.39,1.78,1.3,1.36,1.35,0.48,2.956116505,0.833333333,2.463430421,0.492686084,0.020126066,0.166666667,0.251,0.041833333
AS157,ACESAC,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,7.67,4.09,3.29,243,1.29,2.56,1.64,1.27,1.58,1.49,0.35,0.906692913,0.70967742,0.643459487,0.263233426,0.018685234,0.29032258,0.3137,0.091074193
AS158,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.62,4.24,3.75,125,1.31,2.67,1.61,1.3,1.37,1.31,0.3,0.827205882,0.142857143,0.118172269,0.709033613,0.143335636,0.857142857,0.2673,0.229114286
AS159,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.24,4.14,3.28,15,1.3,2.07,1.46,1.28,1.35,1.29,0.16,0.681558442,0.142857143,0.097365492,0.58419295,0.120950921,0.857142857,0.2311,0.198085714
AS16,ACESAC,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.89,4.09,7.71,124,1.32,2.54,1.54,1.29,1.39,1.32,0.22,1.390327869,0.3,0.417098361,0.973229508,0.166567397,0.7,0.3254,0.22778
AS160,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.13,4.08,4.39,310,1.29,3.13,1.54,1.28,1.34,1.28,0.25,0.596467391,0,0,0.596467391,0.146192988,1,0.3792,0.3792
AS161,ACESAC,19-Dec-17,13-Jan-19,14-Jan-19,H2,1.0,7.3,4.18,7.05,18,1.29,3.13,1.53,1.27,1.34,1.27,0.24,0.919565217,0,0,0.919565217,0.219991679,1,,0
AS162,ACESAC,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,7.19,4.07,8.46,68,1.28,3.22,1.6,1.3,1.42,1.33,0.32,1.395463918,0.25,0.348865979,1.046597938,0.192862028,0.75,0.1921,0.144075
AS163,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,6.28,4.08,18.11,33,1.28,4.89,1.8,1.28,1.35,1.28,0.52,2.608642659,0,0,2.608642659,0.639373201,1,0.3395,0.3395
AS164,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.49,4,9.1,21,1.27,3.2,1.55,1.29,1.39,1.31,0.28,1.320207254,0.2,0.264041451,1.056165803,0.211233161,0.8,0.326,0.2608
AS165,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,6.9,4.05,2.29,123,1.28,1.96,1.42,1.28,1.34,1.28,0.14,0.471470588,0,0,0.471470588,0.116412491,1,0.2409,0.2409
AS166,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.24,4.09,16.24,50,1.3,5.34,2.05,1.29,1.38,1.32,0.75,3.014851485,0.333333333,1.004950495,2.00990099,0.327612223,0.666666667,0.3061,0.204066667
AS167,ACESAC,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.23,4.08,23.4,2,1.29,4.16,1.65,1.31,1.37,1.31,0.36,2.935191638,0,0,2.935191638,0.719409715,1,0.2244,0.2244
AS168,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.95,4.03,1.91,47,1.29,2.26,1.45,1.3,1.39,1.32,0.16,0.315051546,0.22222222,0.070011455,0.245040092,0.047291995,0.77777778,0.2978,0.231622223
AS169,ACESAC,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.22,4.12,0.98,212,1.29,2.21,1.46,1.28,1.35,1.28,0.17,0.181086957,0,0,0.181086957,0.043953145,1,0.204,0.204
AS17,ACESAC,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.08,4.11,0.25,321,1,1.25,1.13,1.31,1.42,1.31,0.13,0.13,0,0,0.13,0.03163017,1,,0
AS170,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.39,4.15,16.77,16,1.28,4.4,1.88,1.29,1.34,1.29,0.6,3.225,0,0,3.225,0.777108434,1,0.27582,0.27582
AS171,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.26,4.13,10.28,73,1.3,4.03,2,1.27,1.35,1.27,0.7,2.635897436,0,0,2.635897436,0.638231825,1,0.2554,0.2554
AS172,ACESAC,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.39,4.02,14.18,110,1.31,4.25,1.93,1.28,1.39,1.33,0.62,2.990340136,0.454545454,1.359245516,1.63109462,0.221315417,0.545454546,0.3821,0.208418182
AS173,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.48,4.04,2.02,307,1.28,2.1,1.42,1.27,1.35,1.29,0.14,0.344878049,0.249999999,0.086219512,0.258658537,0.048018293,0.750000001,0.2774,0.20805
AS174,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.99,4.04,1.68,107,1.29,1.94,1.69,1.28,1.37,1.28,0.4,1.033846154,0,0,1.033846154,0.255902513,1,0.1727,0.1727
AS175,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.01,4.1,11.53,60,1.31,3.9,1.99,1.29,1.38,1.32,0.68,3.027181467,0.333333333,1.009060489,2.018120978,0.328149753,0.666666667,0.2557,0.170466667
AS176,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.4,4.07,6.1,121,1.29,3.08,1.65,1.3,1.4,1.32,0.36,1.226815642,0.2,0.245363128,0.981452514,0.192914499,0.8,0.3047,0.24376
AS177,ACESAC,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,6.63,4.06,10.71,95,1.3,4.29,1.75,1.28,1.41,1.3,0.45,1.61187291,0.153846154,0.247980448,1.363892462,0.284251934,0.846153846,0.279,0.236076923
AS178,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.09,4.07,9.13,305,1.27,3.74,2,1.3,1.36,1.3,0.73,2.698340081,0,0,2.698340081,0.662982821,1,0.1787,0.1787
AS179,ACESAC,19-Dec-17,,,,,7.33,4.18,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
AS18,ACESAC,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.26,4.03,2.98,311,1.3,3,1.55,1,1.06,1,0.25,0.438235294,0,0,0.438235294,0.108743249,1,0.2179,0.2179
AS180,ACESAC,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,7.45,4.15,2.12,208,1.27,2.59,1.68,1.3,1.67,1.58,0.41,0.658484848,0.756756757,0.498312858,0.16017199,0.009388134,0.243243243,0.3254,0.079151351
AS181,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.25,4.08,17.54,215,1.27,5.06,1.87,1.31,1.37,1.32,0.6,2.776781003,0.166666667,0.462796834,2.313984169,0.472627485,0.833333333,0.2251,0.187583333
AS182,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,6.55,4.18,1.65,91,1.28,2.01,1.15,1.31,1.4,1.32,-0.13,-0.293835616,0.111111108,-0.032648402,-0.261187215,-0.055542204,0.888888892,0.2467,0.21928889
AS183,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.44,4.09,3.21,236,1.28,3.1,1.62,1.26,1.34,1.28,0.34,0.59967033,0.250000001,0.149917582,0.449752747,0.082472998,0.749999999,0.3254,0.24405
AS184,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.01,4.16,19.71,202,1.3,4.88,1.9,1.28,1.35,1.32,0.6,3.303351955,0.571428571,1.887629689,1.415722267,0.145850508,0.428571429,0.2806,0.120257143
AS185,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.88,4.07,2.43,210,1.27,2.39,1.73,1.29,1.53,1.5,0.46,0.998035714,0.875,0.87328125,0.124754464,0.003831525,0.125,0.2583,0.0322875
AS186,ACESAC,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,7.13,4.13,0.84,46,1.31,1.98,1.46,1.29,1.4,1.33,0.15,0.188059701,0.363636365,0.068385346,0.119674355,0.018439808,0.636363635,,0
AS187,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.12,4.08,10.76,13,1.3,4.35,1.82,1.3,1.4,1.33,0.52,1.834491803,0.3,0.550347541,1.284144262,0.220318868,0.7,0.25011,0.175077
AS188,ACESAC,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.66,4.16,12.33,320,1.02,4,1.61,1.31,1.42,1.37,0.59,2.441174497,0.545454546,1.331549725,1.109624771,0.121243965,0.454545454,0.2123,0.0965
AS189,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.87,4.1,0.7,229,1.28,1.75,1.39,1.29,1.38,1.31,0.11,0.163829787,0.22222222,0.036406619,0.127423168,0.024172417,0.77777778,,0
AS19,ACESAC,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,6.99,4.05,2.95,113,1.28,2.99,1.52,1.3,1.4,1.32,0.24,0.414035088,0.200000001,0.082807018,0.33122807,0.065427767,0.799999999,0.2955,0.2364
AS190,ACESAC,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.13,4.18,1.78,9,1.27,2.07,1.47,1.3,1.4,1.33,0.2,0.445,0.3,0.1335,0.3115,0.052165072,0.7,0.2209,0.15463
AS191,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.2,4.08,4.72,213,1.28,2.18,1.43,1.28,1.35,1.3,0.15,0.786666667,0.285714286,0.224761905,0.561904762,0.098372682,0.714285714,0.2067,0.147642857
AS192,ACESAC,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.65,4.1,0.97,218,1.28,2.12,1.46,1.29,1.36,1.31,0.18,0.207857143,0.285714285,0.059387755,0.148469388,0.025865747,0.714285715,,0
AS193,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.51,4.08,11.75,18,1.29,4.35,1.96,1.28,1.36,1.29,0.67,2.572712418,0.125,0.321589052,2.251123366,0.482777683,0.875,0.2854,0.249725
AS194,ACESAC,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.05,4.05,3.92,235,1.28,3.13,1.59,1.3,1.4,1.3,0.31,0.656864865,0,0,0.656864865,0.162188856,1,0.3154,0.3154
AS195,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.87,4.08,14.33,240,1.28,4.12,1.98,1.29,1.36,1.31,0.7,3.532042254,0.285714286,1.00915493,2.522887324,0.441681954,0.714285714,0.2025,0.144642857
AS196,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.5,4.01,8,41,1.28,2.28,1.43,1.31,1.42,1.32,0.15,1.2,0.090909091,0.109090909,1.090909091,0.247315595,0.909090909,0.1966,0.178727273
AS197,ACESAC,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.11,4.14,11.92,54,1.3,4.74,2.04,1.29,1.34,1.29,0.74,2.564186047,0,0,2.564186047,0.61936861,1,0.2434,0.2434
AS198,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.94,4.07,19.98,227,1.29,4.44,1.75,1,1.06,1,0.46,2.917714286,0,0,2.917714286,0.716883117,1,0.2068,0.2068
AS199,ACESAC,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.33,4.11,6.07,83,1.29,2.18,1.43,1.27,1.34,1.3,0.14,0.954831461,0.428571428,0.409213483,0.545617978,0.075859295,0.571428572,0.178,0.101714286
AS2,ACESAC,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.04,4.12,1.31,54,1.29,1.79,1.37,1.27,1.33,1.28,0.08,0.2096,0.166666665,0.034933333,0.174666667,0.035329018,0.833333335,0.2035,0.169583334
AS20,ACESAC,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.66,4.14,13.73,234,1.29,4.08,1.8,1.3,1.39,1.31,0.51,2.509784946,0.111111111,0.278864994,2.230919952,0.478995159,0.888888889,0.1987,0.176622222
