Sample,bcell,bglu,bxyl,lap,nag,phos
CO109,1849.851617,7125.90846,474.3893987,56.00769037,2402.431754,3553.314802
CO11,216.9918023,1509.665873,45.61625281,-10.94535292,1421.118291,731.263056
CO110,282.5998384,1299.157073,60.27210769,18.63459535,748.8256223,827.8216045
CO111,351.4305642,2273.750534,103.3605925,16.46779646,1202.690241,903.402397
CO113,6857.737592,23244.55211,1975.200101,145.7330548,3860.638838,8312.293667
CO114,320.9510168,2939.080421,73.81516797,-34.52500077,1223.866696,1571.172366
CO116,1435.332126,6524.374452,628.4565108,60.03959023,2421.085891,2397.53371
CO117,1014.047608,4028.413733,366.8787424,1.47860121,998.900496,998.877262
CO119,510.0537109,1785.218156,59.28719282,39.6761501,498.5994274,483.4445061
CO12,2498.238956,7427.681642,339.2044883,28.3169854,2679.657813,4328.506799
CO121,2958.144868,9663.582136,720.6848529,103.6663354,3483.247771,2460.127259
CO122,76.07735867,887.5514106,29.70610491,19.19051872,342.850939,240.6667241
CO123,279.953314,1737.794222,60.48524811,17.72761306,619.9132379,860.5018478
CO124,355.141186,2034.3215,103.8930745,26.8669214,1258.079287,606.7576248
CO127,1103.913365,4883.064724,133.2124447,-25.95707598,2946.365539,2150.483273
CO128,1425.393007,6067.55801,435.9326138,53.60252639,1462.707467,2106.774423
CO129,335.5536986,1670.182619,76.21242267,25.7126989,781.0933402,1862.225476
CO131,500.0633806,2346.043237,131.7271242,-14.53436522,1674.656887,1342.192679
CO132,1722.189921,24347.9043,554.1207309,17.3100225,3441.075117,3189.362956
CO133,1807.878992,9740.515526,247.5050706,82.10255285,2824.17302,5423.217395
CO135,2101.902376,5435.011264,2175.799417,38.65710505,2765.203251,2766.902231
CO136,5864.612851,11225.99659,1271.090722,-20.02937981,3677.296951,4876.818171
CO139,270.7123203,1418.112055,62.89401358,55.55583002,852.1209207,665.6654991
CO140,567.0791019,2759.997821,99.35702249,67.528348,2021.551494,1428.125564
CO141,475.2110947,2309.536062,115.1010209,-13.44566034,804.0225353,516.9919552
CO142,601.1008482,2960.308529,163.1458404,36.4564637,613.9186246,703.9439684
CO143,692.1021657,4015.861868,102.9022639,-39.90429778,2434.475808,687.2742879
CO144,1485.513894,6198.761024,226.3688945,42.61916169,3506.695284,4055.914896
CO145,2140.351975,8699.228352,703.1498513,-62.16912212,5471.872933,3703.295021
CO149,192.5822577,1343.045815,88.12608261,55.23153058,308.5402476,184.272015
CO15,4702.098318,10362.3968,713.9497375,14.15735427,5443.43907,3821.967237
CO152,1301.892063,4556.459083,321.0074582,78.19048797,1540.47369,1393.758871
CO154,793.2736558,3629.74566,299.1674028,26.96084126,849.0416182,1573.843819
CO155,2305.117763,12193.9323,526.1449652,30.18300074,2228.156379,4276.005593
CO156,61.08459869,315.3987938,12.27636972,-48.89484684,146.7976994,69.88061596
CO157,1912.234031,8203.028558,470.0334412,-127.0370469,2836.088875,2164.2182
CO158,1140.270741,5540.566765,581.9558097,4.838390032,1788.520036,1981.841759
CO16,736.2965514,3132.318667,,22.26688791,1172.005702,1549.424047
CO161,1284.271751,3944.412798,178.2180652,-67.17651922,2064.319861,1700.971067
CO164,238.9378816,1766.419825,70.81465763,-254.6703088,228.0949814,353.2847768
CO165,3350.84061,8945.62024,397.8207033,-17.57150054,3509.578034,3600.553341
CO168,393.2017415,1120.561053,72.16487829,-15.88996142,851.704695,1368.011583
CO169,336.7920209,1616.653523,81.7660347,-35.95303272,615.4401428,1124.012826
CO17,1413.770166,7110.343598,342.0202105,-25.09305098,2644.543665,4291.496277
CO170,155.8864034,1315.770524,70.5965525,24.55117988,606.6135304,1576.580003
CO171,,2073.931834,,59.71825603,457.4585833,558.6845417
CO172,,8191.682668,382.3681159,10.60278184,1843.726701,2005.989395
CO173,1173.578393,4530.358039,299.0199021,56.96565356,1029.864363,1656.218447
CO174,184.3540886,587.5165475,20.48618343,-0.838922507,422.3973327,321.3867606
CO175,1453.856273,5847.202151,381.8891738,5.070151311,4092.262279,1573.919341
CO176,545.1708886,1903.572035,128.4508101,14.59695146,587.0797968,676.2272688
CO179,2246.122947,11603.75029,489.8726562,16.2828864,2163.901566,4245.355679
CO18,159.1088344,1619.159076,46.03899759,71.31870744,512.6724039,1469.402702
CO180,850.3930376,5109.686108,248.244053,70.64809075,1150.721207,1379.563737
CO185,642.7518493,1772.872542,92.03420127,40.2151345,784.5075318,1182.537223
CO187,1270.210362,5465.98903,340.1639586,15.6924469,2820.68522,1547.814877
CO188,1826.588593,9717.760209,403.4213179,45.29710465,1235.255413,2462.661715
CO189,3080.977637,5466.463618,806.6792715,46.60005965,2572.884931,3905.561623
CO19,,964.5247064,48.0967254,9.486731518,1595.028537,762.6768746
CO190,352.8558862,4544.294509,177.9755719,65.60522391,1019.712359,3703.140026
CO191,299.1577414,1039.900254,157.8563125,23.35836753,412.8997476,596.6700753
CO192,420.4394173,3040.165715,108.7541541,16.83772376,1204.870841,726.9762564
CO196,3394.03305,4592.944864,355.0464951,71.48555508,1205.388773,-6140.542691
CO197,1526.582226,4104.004667,430.1889077,-16.97411962,1165.352923,883.7031684
CO199,916.5574912,4983.06612,190.681293,28.21975478,2058.135512,3397.479864
CO2,397.5902637,2275.139714,108.1207649,27.80607499,1028.662151,1042.846616
CO20,376.349657,2564.031509,103.8310931,-40.5232127,949.1670724,1617.880956
CO23,169.0206153,1014.337276,53.72800974,7.512164099,668.3653104,749.0493131
CO24,799.8470168,2199.031702,190.6616032,13.29201947,1034.929161,704.4464053
CO25,2476.447717,8934.981675,327.2700538,-43.63579239,3406.321053,6067.844979
CO26,1396.787575,9724.183015,464.0480931,98.21675962,2480.235696,5397.867053
CO29,224.9079136,1679.981398,57.70304359,-33.32310426,724.8651865,870.031775
CO3,375.3436914,1346.868037,59.59530422,3.600837942,723.5689538,1038.977116
CO30,882.6774362,2847.778323,151.750904,-29.73593812,963.2787174,1274.128917
CO31,646.8260831,3363.279727,100.2263754,-4.991433864,2342.282829,2175.869194
CO32,6520.599251,23978.49462,597.7011494,34.20752566,2655.437045,5170.176136
CO33,290.7221499,1456.544472,71.9682377,13.14414934,816.957188,883.3377264
CO34,1318.33624,5213.60379,410.5785152,22.81385301,2081.70288,2688.016918
CO35,428.8154176,2166.36266,92.65598308,1.086957369,1731.2658,1200.911008
CO38,377.3146488,2177.674165,88.44380951,-55.83861398,1159.1289,2341.819703
CO39,566.888528,2653.806301,139.4138835,36.52581801,2539.60559,1692.216935
CO40,786.2442902,3217.431003,190.5947479,-12.20904121,1081.484241,2602.443312
CO41,3381.453596,11944.35838,1102.529121,27.6816341,4224.392871,3702.068813
CO42,660.9025721,2707.80627,134.7363204,25.0936059,1334.747104,811.7092189
CO44,2400.640585,8402.387281,730.0550289,11.54553374,1475.649257,2293.72566
CO46,418.9255313,1743.92796,65.39645043,5.51162395,944.3891191,952.556991
CO48,812.7283046,4972.438209,345.0819666,82.02946091,1732.11875,1144.113087
CO49,,40220.57752,3661.029659,204.7587723,18608.1436,12449.44753
CO5,332.0445635,1380.171362,85.83936563,-9.960565785,694.9431088,1162.750341
CO51,255.6887714,1420.61764,72.36038596,-2.202745208,525.6391979,492.6866214
CO53,788.6976946,4260.736875,115.5370837,-9.252948844,339.8285308,448.6028086
CO54,3934.678382,15071.04637,609.5201218,-66.24653952,17811.6236,5239.683844
CO56,889.5874819,4885.539595,1950.906279,39.16036502,1346.363819,1461.484017
CO58,838.9142617,4269.382069,276.5346718,-6.174288406,1047.565176,2396.900384
CO59,472.4578425,2187.735924,111.2402304,-28.19986386,876.8401193,541.4109149
CO6,456.8061399,1556.722941,90.77400344,-33.13448632,1262.072585,927.527543
CO60,477.5519958,2094.239946,120.691594,12.16007216,1592.621432,888.452001
CO61,309.8246878,1650.110104,105.5334977,-39.30078458,1813.835903,1326.540881
